mois,us_tr_usd,us_ipc,jp_prix_jpy,usd_par_eur,jpy_par_usd,cash_usd_pct,cash_eur_pct,cash_jpy_pct,us_tr_eur,jp_prix_eur
1878-05,1.2276889679960723,8.563094215,,,,,,,,
1878-06,1.2590857043283075,8.372844628,,,,,,,,
1878-07,1.290599770270953,8.467928926,,,,,,,,
1878-08,1.2851388272774935,8.563094215,,,,,,,,
1878-09,1.3168792729511947,8.563094215,,,,,,,,
1878-10,1.30757943660836,8.467928926,,,,,,,,
1878-11,1.3094831921099355,8.372844628,,,,,,,,
1878-12,1.3075963287207282,8.18251405,,,,,,,,
1879-01,1.362606969438914,8.277679339,,,,,,,,
1879-02,1.4179010273956845,8.372844628,,,,,,,,
1879-03,1.4008620101077984,8.277679339,,,,,,,,
1879-04,1.4528890017023728,8.18251405,,,,,,,,
1879-05,1.524451171518761,8.18251405,,,,,,,,
1879-06,1.538315680904401,8.087381157,,,,,,,,
1879-07,1.5755984706707646,8.18251405,,,,,,,,
1879-08,1.5935807032166007,8.18251405,,,,,,,,
1879-09,1.6586747552828807,8.467928926,,,,,,,,
1879-10,1.84592092379642,8.94367438,,,,,,,,
1879-11,1.9510457259790783,9.419419835,,,,,,,,
1879-12,1.953684056913465,9.704834711,,,,,,,,
1880-01,2.0359148306504227,9.990330579,,,,,,,,
1880-02,2.0787447414713465,9.990330579,,,,,,,,
1880-03,2.12588294354157,10.08541488,,,,,,,,
